project_id,merged_project,modality,model,mean_c_index,std_c_index,c_indices
TCGA-UCEC,TCGA-UCEC,molecular,cox,0.5151731899005683,0.019022962996488604,"[0.5404354587869362, 0.5194902548725637, 0.5175746924428822, 0.5170068027210885, 0.48135874067937034]"
TCGA-UCEC,TCGA-UCEC,molecular,rsf,0.5786329768707967,0.048391955093114225,"[0.5528771384136858, 0.6709145427286357, 0.5676625659050967, 0.530045351473923, 0.5716652858326429]"
TCGA-UCEC,TCGA-UCEC,molecular,deepsurv,0.48837391423272936,0.05805957111380271,"[0.45645412130637636, 0.46851574212893554, 0.5404217926186292, 0.5680272108843537, 0.4084507042253521]"
TCGA-UCEC,TCGA-UCEC,wsi,cox,0.49503223790858125,0.051131852608266554,"[0.588646967340591, 0.4542728635682159, 0.5035149384885764, 0.48299319727891155, 0.44573322286661143]"
TCGA-UCEC,TCGA-UCEC,wsi,rsf,0.4914062594358814,0.07951854709021847,"[0.619751166407465, 0.4002998500749625, 0.42618629173989453, 0.5385487528344671, 0.47224523612261804]"
TCGA-UCEC,TCGA-UCEC,wsi,deepsurv,0.5312066014405128,0.06722432996350543,"[0.6119751166407466, 0.46101949025487254, 0.4991212653778559, 0.47165532879818595, 0.6122618061309031]"
TCGA-UCEC,TCGA-UCEC,concat,cox,0.7210676593647355,0.06016561131907297,"[0.6967340590979783, 0.782608695652174, 0.616871704745167, 0.7369614512471655, 0.772162386081193]"
TCGA-UCEC,TCGA-UCEC,concat,rsf,0.7665324355388079,0.04063289264554415,"[0.7208398133748056, 0.7511244377811095, 0.7346221441124781, 0.7959183673469388, 0.8301574150787076]"
TCGA-UCEC,TCGA-UCEC,concat,deepsurv,0.8431210471810822,0.051985441846839946,"[0.8343701399688958, 0.9077961019490255, 0.7662565905096661, 0.8140589569160998, 0.8931234465617233]"
TCGA-UCEC,TCGA-UCEC,mean_pool,cox,0.6361338713477357,0.026674608505687154,"[0.6625194401244168, 0.6334332833583208, 0.5869947275922671, 0.6564625850340136, 0.6412593206296603]"
TCGA-UCEC,TCGA-UCEC,mean_pool,rsf,0.5771180604416913,0.0692011720451301,"[0.5334370139968896, 0.4955022488755622, 0.5430579964850615, 0.6292517006802721, 0.6843413421706711]"
TCGA-UCEC,TCGA-UCEC,mean_pool,deepsurv,0.6496432625318216,0.06359941324877137,"[0.609642301710731, 0.6709145427286357, 0.5755711775043937, 0.7607709750566893, 0.6313173156586578]"
TCGA-UCEC,TCGA-UCEC,kronecker,cox,0.6029849298726803,0.059075635032359124,"[0.6181959564541213, 0.5937031484257871, 0.5553602811950791, 0.7074829931972789, 0.5401822700911351]"
TCGA-UCEC,TCGA-UCEC,kronecker,rsf,0.6302739431204036,0.06011388391171308,"[0.5404354587869362, 0.5937031484257871, 0.6384007029876977, 0.717687074829932, 0.6611433305716653]"
TCGA-UCEC,TCGA-UCEC,kronecker,deepsurv,0.6519703405463992,0.06459103858093052,"[0.583203732503888, 0.5892053973013494, 0.656414762741652, 0.7607709750566893, 0.6702568351284176]"
TCGA-BLCA,TCGA-BLCA,clinical,cox,0.8234237298542771,0.011695229725520584,"[0.8117577197149644, 0.8285876993166287, 0.8293673824724318, 0.8081201334816462, 0.8392857142857143]"
TCGA-BLCA,TCGA-BLCA,clinical,rsf,0.7994279046844879,0.02577071023056199,"[0.7850356294536817, 0.7784738041002278, 0.8479396401625072, 0.803670745272525, 0.7820197044334976]"
TCGA-BLCA,TCGA-BLCA,clinical,deepsurv,0.8497464000733125,0.02578594565643029,"[0.8663895486935868, 0.8228929384965832, 0.8804410911201392, 0.8637374860956618, 0.8152709359605911]"
TCGA-BLCA,TCGA-BLCA,pathology,cox,0.5567340908435346,0.04774878180575589,"[0.6092636579572447, 0.5028473804100227, 0.53047011027278, 0.5222469410456062, 0.6188423645320197]"
TCGA-BLCA,TCGA-BLCA,pathology,rsf,0.5335605844692398,0.038260731326916105,"[0.5783847980997625, 0.5022779043280182, 0.53047011027278, 0.5745272525027809, 0.48214285714285715]"
TCGA-BLCA,TCGA-BLCA,pathology,deepsurv,0.5501660335857433,0.025045084675792757,"[0.5504750593824228, 0.5541002277904328, 0.5943122460824144, 0.5266963292547274, 0.5252463054187192]"
TCGA-BLCA,TCGA-BLCA,molecular,cox,0.501461906674078,0.025836344954612792,"[0.5106888361045131, 0.45956719817767655, 0.4944863609982589, 0.5394883203559511, 0.5030788177339901]"
TCGA-BLCA,TCGA-BLCA,molecular,rsf,0.5361775926291442,0.044618927078773345,"[0.6125296912114014, 0.5119589977220956, 0.5606500290191526, 0.4994438264738598, 0.4963054187192118]"
TCGA-BLCA,TCGA-BLCA,molecular,deepsurv,0.48534187774520454,0.03430624023373627,"[0.502375296912114, 0.4550113895216401, 0.542658154381892, 0.44883203559510565, 0.47783251231527096]"
TCGA-BLCA,TCGA-BLCA,wsi,cox,0.5152466647560582,0.05263433581642304,"[0.6104513064133017, 0.5318906605922551, 0.4822983168891468, 0.4632925472747497, 0.4883004926108374]"
TCGA-BLCA,TCGA-BLCA,wsi,rsf,0.5238192046285046,0.03631614222777606,"[0.5730403800475059, 0.5375854214123007, 0.5316308763784098, 0.5150166852057843, 0.4618226600985222]"
TCGA-BLCA,TCGA-BLCA,wsi,deepsurv,0.5216150875347708,0.042061306978104646,"[0.600356294536817, 0.47494305239179957, 0.5147997678467788, 0.5161290322580645, 0.5018472906403941]"
TCGA-BLCA,TCGA-BLCA,concat,cox,0.7960560470909048,0.015231796856452245,"[0.8081947743467933, 0.7693621867881549, 0.8055716773070226, 0.7886540600667408, 0.8084975369458128]"
TCGA-BLCA,TCGA-BLCA,concat,rsf,0.7904608698916247,0.028401810259138915,"[0.7927553444180523, 0.7648063781321185, 0.8432965757399884, 0.7842046718576196, 0.7672413793103449]"
TCGA-BLCA,TCGA-BLCA,concat,deepsurv,0.8196952410289933,0.024345193682734266,"[0.8295724465558195, 0.7824601366742597, 0.8554846198491004, 0.8064516129032258, 0.8245073891625616]"
TCGA-BLCA,TCGA-BLCA,mean_pool,cox,0.6549495914724915,0.04655377307075694,"[0.6906175771971497, 0.6571753986332574, 0.6302959953569356, 0.5817575083426029, 0.7149014778325123]"
TCGA-BLCA,TCGA-BLCA,mean_pool,rsf,0.5769145308894705,0.06146468044476493,"[0.6347980997624703, 0.5951025056947609, 0.6360998258850842, 0.5450500556173526, 0.4735221674876847]"
TCGA-BLCA,TCGA-BLCA,mean_pool,deepsurv,0.7095138858728259,0.022916689736906543,"[0.7327790973871734, 0.7323462414578588, 0.6964596633778294, 0.7135706340378198, 0.6724137931034483]"
TCGA-BLCA,TCGA-BLCA,kronecker,cox,0.7094792168822568,0.05518318383024517,"[0.6288598574821853, 0.7648063781321185, 0.6720835751596054, 0.7747497219132369, 0.7068965517241379]"
TCGA-BLCA,TCGA-BLCA,kronecker,rsf,0.705494373205602,0.027816191084262074,"[0.6668646080760094, 0.6958997722095672, 0.6923969820081254, 0.7469410456062291, 0.7253694581280788]"
TCGA-BLCA,TCGA-BLCA,kronecker,deepsurv,0.7293250549213028,0.026223050043589387,"[0.7119952494061758, 0.7437357630979499, 0.7278003482298316, 0.7697441601779755, 0.6933497536945813]"
TCGA-DLBC,TCGA-DLBC,clinical,cox,0.7050660450660451,0.1585778934616482,"[0.7777777777777778, 0.8, 0.5, 0.5384615384615384, 0.9090909090909091]"
TCGA-DLBC,TCGA-DLBC,clinical,rsf,0.6776534576534576,0.11625717757473197,"[0.7777777777777778, 0.6, 0.5, 0.6923076923076923, 0.8181818181818182]"
TCGA-DLBC,TCGA-DLBC,clinical,deepsurv,0.7044910644910645,0.13907183000646414,"[0.8888888888888888, 0.7, 0.5, 0.6153846153846154, 0.8181818181818182]"
TCGA-DLBC,TCGA-DLBC,pathology,cox,0.5735819735819736,0.17667579602758998,"[0.8888888888888888, 0.5, 0.5, 0.6153846153846154, 0.36363636363636365]"
TCGA-DLBC,TCGA-DLBC,pathology,rsf,0.6665734265734267,0.2201575418743778,"[1.0, 0.7, 0.5, 0.7692307692307693, 0.36363636363636365]"
TCGA-DLBC,TCGA-DLBC,pathology,deepsurv,0.5495415695415695,0.13436397094004374,"[0.7777777777777778, 0.4, 0.5, 0.6153846153846154, 0.45454545454545453]"
TCGA-DLBC,TCGA-DLBC,molecular,cox,0.6847707847707849,0.25265331759542353,"[0.8888888888888888, 1.0, 0.5, 0.3076923076923077, 0.7272727272727273]"
TCGA-DLBC,TCGA-DLBC,molecular,rsf,0.6933177933177934,0.19668951688570852,"[0.7777777777777778, 1.0, 0.5, 0.46153846153846156, 0.7272727272727273]"
TCGA-DLBC,TCGA-DLBC,molecular,deepsurv,0.7183372183372183,0.2355555740091951,"[0.8888888888888888, 1.0, 0.5, 0.38461538461538464, 0.8181818181818182]"
TCGA-DLBC,TCGA-DLBC,wsi,cox,0.5657342657342658,0.32679422313893763,"[1.0, 0.0, 0.5, 0.6923076923076923, 0.6363636363636364]"
TCGA-DLBC,TCGA-DLBC,wsi,rsf,0.5204351204351204,0.2633384595260616,"[0.8888888888888888, 0.5, 0.5, 0.07692307692307693, 0.6363636363636364]"
TCGA-DLBC,TCGA-DLBC,wsi,deepsurv,0.6856254856254858,0.16463496874047978,"[0.7777777777777778, 0.5, 0.5, 0.9230769230769231, 0.7272727272727273]"
TCGA-DLBC,TCGA-DLBC,concat,cox,0.46999222999223,0.16103685098249781,"[0.5555555555555556, 0.7, 0.5, 0.23076923076923078, 0.36363636363636365]"
TCGA-DLBC,TCGA-DLBC,concat,rsf,0.7022688422688423,0.12421783281978055,"[0.7777777777777778, 0.8, 0.5, 0.6153846153846154, 0.8181818181818182]"
TCGA-DLBC,TCGA-DLBC,concat,deepsurv,0.5374203574203575,0.11920696794666748,"[0.4444444444444444, 0.4, 0.5, 0.6153846153846154, 0.7272727272727273]"
TCGA-DLBC,TCGA-DLBC,mean_pool,cox,0.6193162393162392,0.27460334724802393,"[0.8888888888888888, 0.4, 0.5, 0.3076923076923077, 1.0]"
TCGA-DLBC,TCGA-DLBC,mean_pool,rsf,0.6441958041958042,0.2087805072564947,"[1.0, 0.7, 0.5, 0.38461538461538464, 0.6363636363636364]"
TCGA-DLBC,TCGA-DLBC,mean_pool,deepsurv,0.6349650349650349,0.18920704423862073,"[1.0, 0.5, 0.5, 0.5384615384615384, 0.6363636363636364]"
TCGA-DLBC,TCGA-DLBC,kronecker,cox,0.5252059052059053,0.15224483986702786,"[0.7777777777777778, 0.6, 0.5, 0.38461538461538464, 0.36363636363636365]"
TCGA-DLBC,TCGA-DLBC,kronecker,rsf,0.6791763791763792,0.22102447795244504,"[0.8888888888888888, 1.0, 0.5, 0.46153846153846156, 0.5454545454545454]"
TCGA-DLBC,TCGA-DLBC,kronecker,deepsurv,0.6373581973581973,0.15295262485940506,"[0.8888888888888888, 0.7, 0.5, 0.46153846153846156, 0.6363636363636364]"
TCGA-KIRC,TCGA-KIRC,clinical,cox,0.9210751127199707,0.014206380699523126,"[0.9190497140343159, 0.9018026565464896, 0.9125214408233276, 0.9435789473684211, 0.9284228048272992]"
TCGA-KIRC,TCGA-KIRC,clinical,rsf,0.8733161592861256,0.013282447470010254,"[0.8631764188297404, 0.8629032258064516, 0.861492281303602, 0.8913684210526316, 0.8876404494382022]"
TCGA-KIRC,TCGA-KIRC,clinical,deepsurv,0.930008197155353,0.01350869369584571,"[0.9362076550813903, 0.9055977229601518, 0.9412521440823327, 0.9414736842105264, 0.9255097794423637]"
TCGA-KIRC,TCGA-KIRC,pathology,cox,0.48899999675609757,0.03320227219512714,"[0.4711834579850418, 0.5483870967741935, 0.46869639794168094, 0.5010526315789474, 0.4556803995006242]"
TCGA-KIRC,TCGA-KIRC,pathology,rsf,0.5421326375944516,0.06546594881947525,"[0.6392432908051033, 0.5526565464895635, 0.4386792452830189, 0.5157894736842106, 0.5642946317103621]"
TCGA-KIRC,TCGA-KIRC,pathology,deepsurv,0.47407489433985106,0.037318991645564105,"[0.5186977562692477, 0.47058823529411764, 0.4155231560891938, 0.5090526315789474, 0.45651269246774867]"
TCGA-KIRC,TCGA-KIRC,molecular,cox,0.5517607845959206,0.03494051535810221,"[0.5574131104267488, 0.4852941176470588, 0.5677530017152659, 0.5882105263157895, 0.5601331668747399]"
TCGA-KIRC,TCGA-KIRC,molecular,rsf,0.6025301744820389,0.05422492996273311,"[0.6073471183457985, 0.5849146110056926, 0.6676672384219554, 0.6425263157894737, 0.5101955888472742]"
TCGA-KIRC,TCGA-KIRC,molecular,deepsurv,0.5708988425273918,0.03447145509815027,"[0.6185657721073471, 0.5185009487666035, 0.5969125214408233, 0.5570526315789474, 0.5634623387432376]"
TCGA-KIRC,TCGA-KIRC,wsi,cox,0.4922504759268004,0.023063630017571432,"[0.47514298284205897, 0.5123339658444023, 0.4862778730703259, 0.46273684210526317, 0.5247607157719517]"
TCGA-KIRC,TCGA-KIRC,wsi,rsf,0.4768750360639592,0.055374412895441275,"[0.537615486141663, 0.5090132827324478, 0.39665523156089194, 0.5157894736842106, 0.4253017062005826]"
TCGA-KIRC,TCGA-KIRC,wsi,deepsurv,0.47583852513008307,0.04235645940076982,"[0.4777826660800704, 0.5270398481973435, 0.4729845626072041, 0.5010526315789474, 0.40033291718684977]"
TCGA-KIRC,TCGA-KIRC,concat,cox,0.8882861859309523,0.009355160823868513,"[0.8829740431148262, 0.8932637571157496, 0.8756432246998285, 0.9031578947368422, 0.8863920099875156]"
TCGA-KIRC,TCGA-KIRC,concat,rsf,0.8643264089299876,0.009573459170119232,"[0.8658161020677518, 0.8633776091081594, 0.8469125214408233, 0.8749473684210526, 0.8705784436121515]"
TCGA-KIRC,TCGA-KIRC,concat,deepsurv,0.891051047671675,0.017599603835134925,"[0.9010118785745711, 0.8714421252371917, 0.8876500857632933, 0.919578947368421, 0.875572201414898]"
TCGA-KIRC,TCGA-KIRC,mean_pool,cox,0.6916205274310951,0.02954139320874113,"[0.7105147382314122, 0.7343453510436433, 0.6530874785591767, 0.6947368421052632, 0.66541822721598]"
TCGA-KIRC,TCGA-KIRC,mean_pool,rsf,0.5757657734549151,0.05840743520155238,"[0.673559172899252, 0.5531309297912713, 0.5068610634648371, 0.5393684210526316, 0.6059092800665834]"
TCGA-KIRC,TCGA-KIRC,mean_pool,deepsurv,0.7409681373407329,0.01969655602364817,"[0.7747470303563573, 0.715370018975332, 0.7401372212692967, 0.7296842105263158, 0.7449022055763629]"
TCGA-KIRC,TCGA-KIRC,kronecker,cox,0.7279343962431967,0.027891934552107412,"[0.6832380114386274, 0.7158444022770398, 0.7680102915951973, 0.736, 0.7365792759051186]"
TCGA-KIRC,TCGA-KIRC,kronecker,rsf,0.7431569413599715,0.027245913087021945,"[0.7232732072151342, 0.706831119544592, 0.7401372212692967, 0.783578947368421, 0.7619642114024137]"
TCGA-KIRC,TCGA-KIRC,kronecker,deepsurv,0.7843055198247029,0.019599857752973484,"[0.7589089309282886, 0.7623339658444023, 0.7958833619210978, 0.7991578947368421, 0.8052434456928839]"
TCGA-LUAD,TCGA-LUAD,clinical,cox,0.8263150878016935,0.026092311914899215,"[0.7797927461139896, 0.8406169665809768, 0.8515660463004994, 0.8434613514827418, 0.8161383285302594]"
TCGA-LUAD,TCGA-LUAD,clinical,rsf,0.7250134512072601,0.019520077654877795,"[0.7352331606217617, 0.7002570694087403, 0.7571493418066273, 0.7165775401069518, 0.715850144092219]"
TCGA-LUAD,TCGA-LUAD,clinical,deepsurv,0.8532392398501368,0.019976950301357665,"[0.8585492227979274, 0.8709511568123394, 0.8579210167952792, 0.8643655809431211, 0.8144092219020173]"
TCGA-LUAD,TCGA-LUAD,pathology,cox,0.4698348672016991,0.07101682116522869,"[0.38082901554404147, 0.5532133676092545, 0.5528824330458466, 0.41614000972289744, 0.44610951008645533]"
TCGA-LUAD,TCGA-LUAD,pathology,rsf,0.45578759102172217,0.055696790233745054,"[0.3466321243523316, 0.4755784061696658, 0.4920562868815252, 0.49781234807972774, 0.4668587896253602]"
TCGA-LUAD,TCGA-LUAD,pathology,deepsurv,0.46534178946659666,0.08442964440682917,"[0.4626943005181347, 0.596401028277635, 0.5115751248297776, 0.35488575595527466, 0.40115273775216137]"
TCGA-LUAD,TCGA-LUAD,molecular,cox,0.5283294599640902,0.04794798733409317,"[0.5652849740932643, 0.49922879177377893, 0.4852473899228325, 0.6042780748663101, 0.48760806916426513]"
TCGA-LUAD,TCGA-LUAD,molecular,rsf,0.5081649503591587,0.06629442371218666,"[0.4284974093264249, 0.493573264781491, 0.5238311393554245, 0.6251823043266893, 0.4697406340057637]"
TCGA-LUAD,TCGA-LUAD,molecular,deepsurv,0.538713534907332,0.0501316824410668,"[0.5751295336787565, 0.5460154241645244, 0.5020426690876079, 0.6052503646086533, 0.46512968299711815]"
TCGA-LUAD,TCGA-LUAD,wsi,cox,0.5170531408386453,0.027245034500372724,"[0.555440414507772, 0.47455012853470435, 0.5070358601906492, 0.5133689839572193, 0.5348703170028818]"
TCGA-LUAD,TCGA-LUAD,wsi,rsf,0.4872006118289038,0.052216639838140726,"[0.42694300518134715, 0.5665809768637532, 0.5247389922832502, 0.47739426349052017, 0.4403458213256484]"
TCGA-LUAD,TCGA-LUAD,wsi,deepsurv,0.44883304203149904,0.03132300393097122,"[0.41036269430051814, 0.4354755784061697, 0.4861552428506582, 0.48565872630043755, 0.4265129682997118]"
TCGA-LUAD,TCGA-LUAD,concat,cox,0.6798214914048681,0.05533918235074548,"[0.6233160621761658, 0.6889460154241646, 0.7725828415796641, 0.6917841516771998, 0.622478386167147]"
TCGA-LUAD,TCGA-LUAD,concat,rsf,0.6850951481658113,0.05737579495930739,"[0.6145077720207254, 0.6478149100257069, 0.7753064003631411, 0.723869713174526, 0.6639769452449568]"
TCGA-LUAD,TCGA-LUAD,concat,deepsurv,0.783601818326859,0.031088723868108483,"[0.7958549222797927, 0.7480719794344473, 0.8016341352700862, 0.8254739912493924, 0.7469740634005764]"
TCGA-LUAD,TCGA-LUAD,mean_pool,cox,0.5922309167963298,0.06352739696613546,"[0.555958549222798, 0.6822622107969152, 0.6545619609623241, 0.526008750607681, 0.5423631123919308]"
TCGA-LUAD,TCGA-LUAD,mean_pool,rsf,0.5294916361860056,0.09420716583819304,"[0.361139896373057, 0.5701799485861182, 0.5864729913753972, 0.630529897909577, 0.49913544668587895]"
TCGA-LUAD,TCGA-LUAD,mean_pool,deepsurv,0.6414438159544232,0.03781668524839259,"[0.5746113989637306, 0.6915167095115681, 0.6532001815705856, 0.6475449684005834, 0.6403458213256484]"
TCGA-LUAD,TCGA-LUAD,kronecker,cox,0.5704917600705046,0.01988452131371984,"[0.5689119170984456, 0.5948586118251928, 0.5465274625510668, 0.5911521633446767, 0.5510086455331412]"
TCGA-LUAD,TCGA-LUAD,kronecker,rsf,0.5952799616020462,0.07180630114298674,"[0.5632124352331607, 0.4930591259640103, 0.631411711302769, 0.7083130772970345, 0.5804034582132565]"
TCGA-LUAD,TCGA-LUAD,kronecker,deepsurv,0.6274575589725938,0.039303103466936364,"[0.6062176165803109, 0.6030848329048843, 0.6645483431684067, 0.6830335439961108, 0.5804034582132565]"
TCGA-PCPG,TCGA-PCPG,clinical,cox,0.9963636363636365,0.007272727272727275,"[1.0, 1.0, 1.0, 0.9818181818181818, 1.0]"
TCGA-PCPG,TCGA-PCPG,clinical,rsf,0.8928484848484848,0.05594487645085945,"[0.8666666666666667, 1.0, 0.8666666666666667, 0.8909090909090909, 0.84]"
TCGA-PCPG,TCGA-PCPG,clinical,deepsurv,0.7424242424242424,0.3809706803948008,"[1.0, 0.0, 0.7666666666666667, 0.9454545454545454, 1.0]"
TCGA-PCPG,TCGA-PCPG,pathology,cox,0.2772121212121212,0.15252877914178364,"[0.4, 0.0, 0.43333333333333335, 0.2727272727272727, 0.28]"
TCGA-PCPG,TCGA-PCPG,pathology,rsf,0.4917575757575758,0.35824069659129304,"[0.8666666666666667, 0.0, 0.16666666666666666, 0.5454545454545454, 0.88]"
TCGA-PCPG,TCGA-PCPG,pathology,deepsurv,0.4530909090909091,0.33892556425911025,"[0.8666666666666667, 0.0, 0.7333333333333333, 0.5454545454545454, 0.12]"
TCGA-PCPG,TCGA-PCPG,molecular,cox,0.31406060606060604,0.3340339524046096,"[0.0, 0.0, 0.16666666666666666, 0.5636363636363636, 0.84]"
TCGA-PCPG,TCGA-PCPG,molecular,rsf,0.2821212121212121,0.21738997723873274,"[0.5666666666666667, 0.0, 0.21666666666666667, 0.12727272727272726, 0.5]"
TCGA-PCPG,TCGA-PCPG,molecular,deepsurv,0.24145454545454545,0.251036594744325,"[0.6, 0.0, 0.0, 0.12727272727272726, 0.48]"
TCGA-PCPG,TCGA-PCPG,wsi,cox,0.33151515151515154,0.28129048020081837,"[0.4666666666666667, 0.0, 0.5, 0.6909090909090909, 0.0]"
TCGA-PCPG,TCGA-PCPG,wsi,rsf,0.6138181818181818,0.34021403083479596,"[0.6, 0.0, 0.9, 0.6090909090909091, 0.96]"
TCGA-PCPG,TCGA-PCPG,wsi,deepsurv,0.8317575757575758,0.17354833031994618,"[1.0, 1.0, 0.7333333333333333, 0.5454545454545454, 0.88]"
TCGA-PCPG,TCGA-PCPG,concat,cox,0.769090909090909,0.38521051928648353,"[0.9333333333333333, 0.0, 0.9666666666666667, 0.9454545454545454, 1.0]"
TCGA-PCPG,TCGA-PCPG,concat,rsf,0.9271515151515152,0.055771276314138515,"[0.9333333333333333, 1.0, 0.8333333333333334, 0.9090909090909091, 0.96]"
TCGA-PCPG,TCGA-PCPG,concat,deepsurv,0.6998787878787878,0.3683872278983138,"[1.0, 0.0, 0.6666666666666666, 0.8727272727272727, 0.96]"
TCGA-PCPG,TCGA-PCPG,mean_pool,cox,0.3669090909090909,0.20683334609741058,"[0.6, 0.0, 0.3, 0.45454545454545453, 0.48]"
TCGA-PCPG,TCGA-PCPG,mean_pool,rsf,0.6066666666666667,0.3702251567177286,"[0.8666666666666667, 0.0, 0.36666666666666664, 0.8, 1.0]"
TCGA-PCPG,TCGA-PCPG,mean_pool,deepsurv,0.6103030303030302,0.3309312901866636,"[0.7333333333333333, 0.0, 0.7, 0.6181818181818182, 1.0]"
TCGA-PCPG,TCGA-PCPG,kronecker,cox,0.6232727272727272,0.31088146844038655,"[0.9333333333333333, 1.0, 0.26666666666666666, 0.6363636363636364, 0.28]"
TCGA-PCPG,TCGA-PCPG,kronecker,rsf,0.584121212121212,0.3377502187781154,"[0.9333333333333333, 1.0, 0.2, 0.22727272727272727, 0.56]"
TCGA-PCPG,TCGA-PCPG,kronecker,deepsurv,0.569939393939394,0.2428001933366148,"[0.4666666666666667, 1.0, 0.4666666666666667, 0.6363636363636364, 0.28]"
TCGA-STAD,TCGA-STAD,clinical,cox,0.8311007207245081,0.01683580201802735,"[0.8640325392213829, 0.8278551532033426, 0.8169099756690997, 0.8227405247813411, 0.823965410747375]"
TCGA-STAD,TCGA-STAD,clinical,rsf,0.7392301854680478,0.04240855402236081,"[0.7077280650784428, 0.7888579387186629, 0.7177615571776156, 0.7912536443148688, 0.6905497220506486]"
TCGA-STAD,TCGA-STAD,clinical,deepsurv,0.8394922314764492,0.018209955816543867,"[0.8466008134805346, 0.864066852367688, 0.8205596107055961, 0.8163265306122449, 0.8499073502161828]"
TCGA-STAD,TCGA-STAD,pathology,cox,0.5350563978902766,0.05790291294855478,"[0.5479372457873329, 0.5370473537604457, 0.5352798053527981, 0.43673469387755104, 0.6182828906732551]"
TCGA-STAD,TCGA-STAD,pathology,rsf,0.5002239224185361,0.042654842841363075,"[0.5020337013364323, 0.48802228412256266, 0.4610705596107056, 0.46938775510204084, 0.5806053119209389]"
TCGA-STAD,TCGA-STAD,pathology,deepsurv,0.5313015068729507,0.056273776374588615,"[0.5113306217315514, 0.6144846796657382, 0.4878345498783455, 0.46472303206997084, 0.5781346510191476]"
TCGA-STAD,TCGA-STAD,molecular,cox,0.5131865723269655,0.030431074707562948,"[0.5078442765833817, 0.5242339832869081, 0.4604622871046229, 0.5539358600583091, 0.5194564546016059]"
TCGA-STAD,TCGA-STAD,molecular,rsf,0.49550842683574026,0.01531245363905622,"[0.49564206856478793, 0.4986072423398329, 0.46867396593673966, 0.4982507288629738, 0.5163681284743669]"
TCGA-STAD,TCGA-STAD,molecular,deepsurv,0.5197083315777216,0.03595669419718072,"[0.4979662986635677, 0.5493036211699165, 0.45924574209245744, 0.5521865889212828, 0.5398394070413836]"
TCGA-STAD,TCGA-STAD,wsi,cox,0.468695940351441,0.08169746191431282,"[0.4503195816385822, 0.5799442896935934, 0.49330900243309, 0.32886297376093293, 0.49104385423100677]"
TCGA-STAD,TCGA-STAD,wsi,rsf,0.5104240772612659,0.020245835678344024,"[0.47530505520046484, 0.5314763231197771, 0.5182481751824818, 0.5014577259475219, 0.525633106856084]"
TCGA-STAD,TCGA-STAD,wsi,deepsurv,0.5016585808775409,0.05738196454100669,"[0.5432887855897733, 0.5097493036211699, 0.559610705596107, 0.39533527696793, 0.5003088326127239]"
TCGA-STAD,TCGA-STAD,concat,cox,0.6542935112385629,0.06659852807970529,"[0.6769320162696106, 0.7253481894150418, 0.537712895377129, 0.6285714285714286, 0.7029030265596047]"
TCGA-STAD,TCGA-STAD,concat,rsf,0.6498033965255472,0.059344693703382564,"[0.6507844276583382, 0.7643454038997215, 0.6064476885644768, 0.6122448979591837, 0.6151945645460161]"
TCGA-STAD,TCGA-STAD,concat,deepsurv,0.7598449629855781,0.033411727074622956,"[0.7745496804183614, 0.7910863509749304, 0.7548661800486618, 0.6973760932944606, 0.7813465101914763]"
TCGA-STAD,TCGA-STAD,mean_pool,cox,0.5800549505521579,0.08336098195742163,"[0.5694363742010459, 0.7192200557103064, 0.5018248175182481, 0.4921282798833819, 0.6176652254478073]"
TCGA-STAD,TCGA-STAD,mean_pool,rsf,0.5061741059254656,0.06610040130724262,"[0.5299244625217897, 0.5738161559888579, 0.43126520681265207, 0.4239067055393586, 0.5719579987646696]"
TCGA-STAD,TCGA-STAD,mean_pool,deepsurv,0.5911432400355064,0.0360557912977216,"[0.6356769320162696, 0.6194986072423398, 0.559610705596107, 0.5399416909620991, 0.6009882643607165]"
TCGA-STAD,TCGA-STAD,kronecker,cox,0.5668521458262843,0.03478768053483341,"[0.589773387565369, 0.5682451253481894, 0.5267639902676399, 0.5311953352769679, 0.6182828906732551]"
TCGA-STAD,TCGA-STAD,kronecker,rsf,0.5767728912997357,0.032987183017232816,"[0.567693201626961, 0.5788300835654596, 0.531021897810219, 0.572594752186589, 0.6337245213094502]"
TCGA-STAD,TCGA-STAD,kronecker,deepsurv,0.6333418480599146,0.04527804712506099,"[0.6600813480534573, 0.649025069637883, 0.5638686131386861, 0.6921282798833819, 0.6016059295861643]"
TCGA-UCS,TCGA-UCS,clinical,cox,0.7943619063434733,0.10098379206139693,"[0.6326530612244898, 0.8367346938775511, 0.7837837837837838, 0.7741935483870968, 0.9444444444444444]"
TCGA-UCS,TCGA-UCS,clinical,rsf,0.8102208857969228,0.07549717585549222,"[0.7551020408163265, 0.8979591836734694, 0.7027027027027027, 0.8064516129032258, 0.8888888888888888]"
TCGA-UCS,TCGA-UCS,clinical,deepsurv,0.7776076603265543,0.0855832444037974,"[0.6530612244897959, 0.7551020408163265, 0.7567567567567568, 0.8064516129032258, 0.9166666666666666]"
TCGA-UCS,TCGA-UCS,pathology,cox,0.523245595826241,0.1434047556405622,"[0.30612244897959184, 0.40816326530612246, 0.5945945945945946, 0.6129032258064516, 0.6944444444444444]"
TCGA-UCS,TCGA-UCS,pathology,rsf,0.41351489738586517,0.09451752639240388,"[0.4489795918367347, 0.2653061224489796, 0.3783783783783784, 0.41935483870967744, 0.5555555555555556]"
